73,https://p1.meituan.net/movie/7833126c8c21a11571bb52fbdece0acb811449.jpg,新龙门客栈,"张曼玉,梁家辉,甄子丹",2012-2-24,未知,8.8
74,https://p1.meituan.net/movie/2a0783b4fd95566568f24adfad2181bb5392280.jpg,熔炉,"孔刘,郑有美,金智英",2011-9-22,韩国,8.8
75,https://p1.meituan.net/movie/dc2246233a6f5ac1e34c7176b602c8ca174557.jpg,大话西游之大圣娶亲,"周星驰,朱茵,莫文蔚",2014-10-24,未知,8.8
56,https://p0.meituan.net/movie/47dd790e19dad72b50580641de5608c5199014.jpg,飞屋环游记,"爱德华·阿斯纳,乔丹·长井,鲍勃·彼德森",2009-8-4,未知,8.9
76,https://p1.meituan.net/movie/135c612860fae899df2220149664d97a173555.jpg,小鞋子,"默罕默德·阿米尔·纳吉,Kamal Mirkarimi,Behzad Rafi",1999-1-22,美国,9
57,https://p1.meituan.net/movie/0b507aa44c4dfbbcc91949b69b1b39a168922.jpg,鬼子来了,"姜文,姜宏波,陈强",2000-5-12,法国戛纳,8.9
77,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg,教父,"马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩",2015-4-18,未知,9.3
58,https://p0.meituan.net/movie/92eb862c42c49f8e41e459c369c4512b226610.jpg,大话西游之月光宝盒,"周星驰,莫文蔚,吴孟达",2014-10-24,未知,9.6
78,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg,素媛,"李来,薛耿求,严志媛",2013-10-2,韩国,9.1
59,https://p0.meituan.net/movie/15f1ac49b6d1ff7b71207672993ed6901536456.jpg,怦然心动,"玛德琳·卡罗尔,卡兰·麦克奥利菲,艾丹·奎因",2010-8-6,美国,8.9
79,https://p0.meituan.net/movie/5420be40e3b755ffe04779b9b199e935256906.jpg,萤火之森,"内山昂辉,佐仓绫音,后藤弘树",2011-9-17,日本,9
60,https://p1.meituan.net/movie/21b9211eb1094af360842472018db634286646.jpg,末代皇帝,"尊龙,陈冲,彼得·奥图尔",1987-10-23,未知,8.8
80,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg,穿条纹睡衣的男孩,"阿沙·巴特菲尔德,维拉·法梅加,大卫·休里斯",2008-9-12,英国,9
91,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg,完美的世界,"凯文·科斯特纳,克林特·伊斯特伍德,T·J·劳瑟",1993-11-24,美国,8.9
92,https://p1.meituan.net/movie/2c0a5fedf4b43d142121b91c6ccabe1b59051.jpg,一一,"吴念真,金燕玲,李凯莉",2000-9-20,法国,8.9
93,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg,英雄本色,"狄龙,张国荣,周润发",2017-11-17,未知,9.2
94,https://p1.meituan.net/movie/36a893c53a13f9bb934071b86ae3b5c492427.jpg,爱·回家,"俞承豪,金艺芬,童孝熙",2002-4-5,韩国,9
95,https://p0.meituan.net/movie/0018b57299d0d4540330a31244c880a9112971.jpg,海洋,"雅克·贝汉,姜文,兰斯洛特·佩林",2011-8-12,未知,9
96,https://p1.meituan.net/movie/ed50b58bf636d207c56989872a91f4cf305138.jpg,我爱你,"宋在浩,李顺才,尹秀晶",2011-2-17,韩国,9
97,https://p0.meituan.net/movie/cd18ed2c5cda9e71e17e5e6ef61ced172912303.jpg,黄金三镖客,"克林特·伊斯特伍德,李·范·克里夫,埃里·瓦拉赫",1966-12-23,意大利,8.9
98,https://p1.meituan.net/movie/a1634f4e49c8517ae0a3e4adcac6b0dc43994.jpg,迁徙的鸟,"雅克·贝汉,Philippe Labro",2001-12-12,法国,9.1
99,https://p0.meituan.net/movie/885fc379c614a2b4175587b95ac98eb95045650.jpg,阿飞正传,"张国荣,张曼玉,刘德华",2018-6-25,未知,8.8
100,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg,龙猫,"秦岚,糸井重里,岛本须美",2018-12-14,未知,9.1
81,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg,窃听风暴,"乌尔里希·穆埃,塞巴斯蒂安·科赫,马蒂娜·格德克",2006-3-23,德国,9
82,https://p0.meituan.net/movie/4abc8c932cfacfc0089e2883765d02d1295222.jpg,时空恋旅人,"瑞秋·麦克亚当斯,多姆纳尔·格里森,比尔·奈伊",2013-9-4,英国,8.9
83,https://p1.meituan.net/movie/6a6e74b2c289f9fa4433dd2dc04a7741331638.jpg,7号房的礼物,"柳承龙,郑镇荣,朴信惠",2013-1-23,韩国,8.9
84,https://p0.meituan.net/movie/b5ff0216e689b3fcc065590c48cd5105255305.jpg,恐怖直播,"河正宇,李璟荣,李大为",2013-7-31,韩国,8.8
85,https://p0.meituan.net/movie/7373dbba07b50ce6f24336edb96b2ea4271536.jpg,海豚湾,"里克·奥巴瑞,路易·西霍尤斯,哈迪·琼斯",2009-7-31,美国,8.9
86,https://p1.meituan.net/movie/c835b3588d0061ed3b992388a0a96f15160913.jpg,忠犬八公物语,"仲代达矢,春川真澄,井川比佐志",1987-8-1,日本,9
87,https://p0.meituan.net/movie/8fabf3894b7d12d3d2f6e66404813670265761.jpg,辩护人,"宋康昊,郭度沅,吴达洙",2013-12-18,韩国,8.8
88,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg,上帝之城,"亚历桑德雷·罗德里格斯,艾莉丝·布拉加,莱安德鲁·菲尔米诺",2002-8-30,巴西,8.9
89,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg,美国往事,"罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文",2015-4-23,未知,9.1
90,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg,七武士,"三船敏郎,志村乔,千秋实",1954-4-26,日本,9.1
53,https://p0.meituan.net/movie/e71affe126eeb4f8bfcc738cbddeebc8288766.jpg,断背山,"希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯",2006-1-13,美国,9
54,https://p0.meituan.net/movie/85c2bfba6025bfbfb53291ae5924c215308805.jpg,神偷奶爸,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德",2010-7-9,美国,9
